@relation CNNdriven-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 {1,2,}

@data
436,179.34,0.17035,0.99609,233.07,4.0457,231,2091.3,0.52238,0.0078478,0.15286,143.54,24.524,110,4820.4,0.44172,0.0033664,0.036351,134.14,15.399,121,3640.1,0.46875,0.0036834,0.074455,0.22128,0.39194,0,15645,0.21119,0.017794,0.2763,0.2212,0.035962,0.22857,3607.3,0.32088,0.0024045,0.076683,0.66765,0.053921,0.65098,4432,0.44574,0.0025102,0.049997,68.862,5.8725,67.081,4729.1,0.44746,0.0024574,0.041578,32.768,10.826,33.251,4386.7,0.45593,0.0025102,0.036609,19.803,1.5295,19.473,1134.9,0.71209,0.00232,0.1036,-1,1,0.97098,-0.99992,0.99805,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,-0.2071,-1,2
19270,720.93,0.46591,0.84395,225.88,12.606,235,22.068,0.9677,0.0074748,0.57628,175.13,23.958,199,71.157,0.98556,0.010439,0.47142,26.453,12.027,18,19.694,0.94773,0.015835,0.62858,0.12706,0.032397,0.15502,15.152,0.9652,0.011778,0.66921,0.81445,0.077541,0.87529,33.054,0.9626,0.011653,0.56259,0.55877,0.015467,0.56601,57.019,0.85873,0.0078348,0.51405,74.469,4.8476,79.148,88.59,0.98066,0.0049788,0.46499,6.586,16.878,-9.4187,39.162,0.98853,0.0037816,0.49657,72.847,6.6002,78.081,16.926,0.96149,0.033413,0.67009,-1,1,0.9997,-0.99992,0.99823,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.9811,-1,1
141,60.48,0.4844,0.79776,225.65,15.679,227,3637.4,0.042735,0.0077551,0.09463,225.87,15.263,227,2969.3,-0.036048,0.0079592,0.059216,223.36,16.287,232,3939,-0.051823,0.0079592,0.086156,0.37124,0.26394,0.16667,3872.4,0.57105,0.0083673,0.18289,0.025784,0.013813,0.0057143,3683.3,0.40984,0.0072449,0.11387,0.8822,0.058241,0.88105,3399.4,-0.095985,0.0072449,0.078648,89.739,5.3148,91.269,3017,-0.053229,0.0072449,0.072655,-0.47967,3.2842,-2.9403,2184.3,0.43392,0.0086735,0.19762,1.2126,4.3415,-1.0886,2164.2,0.60823,0.0078571,0.15523,-1,1,0.99913,-0.99991,0.99777,1,0.98169,1,-0.97894,-1,-0.91886,1,-1,1,0.91348,-1,1
116,91.404,0.17448,0.99624,237.41,3.4668,238,1616.9,0.53901,0.017316,0.23033,109.71,9.9109,98,8849.6,-0.074089,0.010662,0.016051,118.8,4.9611,117,5015.2,0.093134,0.014291,0.045023,0.90397,0.27805,0.98297,11038,-0.096458,0.064348,0.37141,0.29598,0.040796,0.26115,7960.2,-0.022476,0.0088469,0.016147,0.60905,0.019547,0.58693,7246.9,-0.062954,0.0091493,0.039069,62.139,1.9832,59.841,8145.5,-0.081722,0.0086957,0.027675,49.933,4.5631,45.713,7077.3,0.029286,0.0086957,0.017842,19.234,1.3381,17.68,1795.8,0.71191,0.0086957,0.09037,-1,1,0.20552,-0.99992,0.99735,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98016,-1,2
21700,827.9,0.39785,0.73283,224.27,16.309,237,48.419,0.97366,0.0070091,0.54113,172.93,26.787,198,69.153,0.99002,0.0098294,0.49077,26.291,10.469,18,38.922,0.9607,0.016655,0.56786,0.12546,0.034229,0.15288,42.547,0.98572,0.0041107,0.55348,0.81318,0.076533,0.87529,52.287,0.96738,0.011702,0.539,0.55359,0.019357,0.56601,45.514,0.92956,0.0077556,0.51283,73.871,5.2829,78.974,96.126,0.9873,0.0034247,0.4565,6.9952,19.762,-8.4775,51.11,0.98989,0.0038163,0.51704,72.324,6.2314,77.987,39.906,0.9828,0.0087548,0.56327,-1,1,0.82686,-0.99992,0.99834,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.97614,-1,1
494,185.52,0.18037,0.99599,232.96,3.972,231,2082.2,0.50744,0.0077227,0.15686,138.65,26.682,110,4580.7,0.48343,0.0030076,0.038059,131.61,16.089,116,3286.8,0.50599,0.0033121,0.080786,0.30932,0.44256,0,15739,0.38023,0.017367,0.27925,0.23229,0.04598,0.22857,4183.5,0.35877,0.0021354,0.07444,0.65779,0.057469,0.58954,3951.3,0.48364,0.0022094,0.054128,67.792,6.2507,67.081,4387.5,0.4872,0.0021354,0.047182,34.948,11.825,33.251,4417.6,0.49833,0.0022999,0.037647,19.761,1.5328,19.473,1087.9,0.7252,0.0020613,0.10858,-1,1,0.96743,-0.99992,0.99811,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,-0.14857,-1,2
19816,727.02,0.47112,0.83555,226.14,12.752,235,23.46,0.96642,0.0073277,0.57071,173.18,26.33,199,69.861,0.98567,0.0098761,0.47416,27.033,12.493,18,19.432,0.95219,0.015006,0.62203,0.12497,0.034944,0.15502,16.251,0.96666,0.011375,0.66527,0.80954,0.082298,0.87529,33.076,0.96676,0.011027,0.55439,0.55733,0.017568,0.56601,62.394,0.88024,0.0074135,0.50544,74.07,5.3372,79.148,98.464,0.98131,0.0042008,0.46288,7.7166,17.993,-9.4187,38.053,0.98886,0.0035777,0.49585,72.342,7.2351,78.081,18.407,0.96514,0.031606,0.65942,-1,1,0.9997,-0.99992,0.99823,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.9811,-1,1
142,60.662,0.48491,0.79013,225.04,17.197,227,2659,0.041417,0.0076958,0.10325,225.23,17.052,227,2392.8,0.0054584,0.007897,0.067952,222.83,17.418,232,3400.8,-0.041347,0.007897,0.091098,0.37381,0.26479,0.16667,3835.7,0.57819,0.0082994,0.18301,0.025936,0.013883,0.0057143,3723.7,0.40946,0.0071928,0.11319,0.87987,0.064323,0.88105,2722,-0.062857,0.0072934,0.08477,89.508,5.9722,91.269,2373.3,-0.015917,0.0071928,0.079023,-0.44093,3.305,-2.9403,2155.7,0.4487,0.0086012,0.19671,1.1571,4.3764,-1.0886,2139.1,0.61894,0.0077964,0.15514,-1,1,0.99913,-0.99991,0.99777,1,0.98169,1,-0.97894,-1,-0.91886,1,-1,1,0.91348,-1,1
158,106.49,0.17509,0.99563,237.12,3.4389,237,1384.9,0.59683,0.015944,0.22508,104.84,11.853,89,7732.5,0.060475,0.0077488,0.021083,116.73,5.663,110,4222.7,0.2013,0.01067,0.058288,0.92421,0.24036,0.98297,8052.1,-0.070052,0.065439,0.40721,0.31699,0.050439,0.26115,7995.7,0.07382,0.0064506,0.020976,0.5996,0.023215,0.56993,6395.5,0.094976,0.0067751,0.040265,61.2,2.3279,57.817,6989.4,0.083591,0.0063694,0.031506,51.891,5.1979,45.713,6721.2,0.10419,0.0066128,0.02663,19.136,1.4256,17.68,1474.6,0.68551,0.0064506,0.10741,-1,1,0.20551,-0.99992,0.99795,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98017,-1,2
22502,841.08,0.39972,0.73166,224.65,16.433,237,45.602,0.97039,0.006922,0.54893,170.51,29.223,198,65.798,0.99024,0.0091491,0.48904,26.993,10.964,18,39.666,0.96348,0.015557,0.55889,0.1228,0.036658,0.15288,41.368,0.98541,0.0043283,0.55866,0.80711,0.081902,0.87529,55.422,0.9698,0.010891,0.52896,0.55183,0.021229,0.56601,48.512,0.93149,0.0072634,0.50718,73.377,5.7888,78.974,95.687,0.98733,0.0040218,0.46027,8.4205,20.883,-8.4775,49.81,0.9903,0.0034969,0.51307,71.717,6.9024,77.987,46.411,0.9837,0.0081474,0.5522,-1,1,0.82889,-0.99992,0.99834,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.97624,-1,1
557,195.54,0.18305,0.99566,232.8,3.9905,231,1944.3,0.54281,0.0078024,0.16096,133.59,28.87,95,4158.1,0.51744,0.002672,0.04552,129.1,16.728,111,3213.5,0.54105,0.0031442,0.085689,0.38559,0.46837,0,14327,0.49713,0.017384,0.2899,0.24586,0.058122,0.22857,3828.3,0.40154,0.0019538,0.08115,0.6477,0.0611,0.58301,3799.5,0.5206,0.0019732,0.059315,66.712,6.6216,67.081,4055.8,0.52489,0.001928,0.051954,37.163,12.776,33.251,3841.9,0.52975,0.0020768,0.041954,19.692,1.535,19.473,933.14,0.74587,0.0018956,0.1118,-1,1,0.92295,-0.99992,0.99813,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,-0.27063,-1,2
20353,718.69,0.49517,0.82844,226.38,12.845,235,24.437,0.96553,0.0072653,0.56685,171.13,28.81,199,75.31,0.98614,0.009366,0.46979,27.6,12.88,18,19.274,0.95539,0.014257,0.61629,0.12277,0.037366,0.15502,17.214,0.96912,0.0108,0.65765,0.8045,0.087188,0.87529,34.484,0.96913,0.010459,0.5471,0.5557,0.019989,0.56601,65.556,0.90028,0.0070321,0.49909,73.655,5.838,79.148,90.845,0.98224,0.0058401,0.47305,8.8691,19.124,-9.4187,40.204,0.98948,0.0035792,0.49193,71.819,7.8515,78.081,19.763,0.96823,0.029971,0.65077,-1,1,0.9997,-0.99992,0.99823,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.9811,-1,1
142,60.662,0.48491,0.79013,225.04,17.197,227,2659,0.041417,0.0076958,0.10325,225.23,17.052,227,2392.8,0.0054584,0.007897,0.067952,222.83,17.418,232,3400.8,-0.041347,0.007897,0.091098,0.37381,0.26479,0.16667,3835.7,0.57819,0.0082994,0.18301,0.025936,0.013883,0.0057143,3723.7,0.40946,0.0071928,0.11319,0.87987,0.064323,0.88105,2722,-0.062857,0.0072934,0.08477,89.508,5.9722,91.269,2373.3,-0.015917,0.0071928,0.079023,-0.44093,3.305,-2.9403,2155.7,0.4487,0.0086012,0.19671,1.1571,4.3764,-1.0886,2139.1,0.61894,0.0077964,0.15514,-1,1,0.99913,-0.99991,0.99777,1,0.98169,1,-0.97894,-1,-0.91886,1,-1,1,0.91348,-1,1
197,125.68,0.15672,0.99562,237.05,3.3193,238,1352.1,0.58311,0.014786,0.2138,100.75,13.515,87,6236.8,0.19767,0.0060912,0.024717,115.03,6.2253,111,3971.3,0.2843,0.009319,0.081688,0.9346,0.21615,0.98297,6433,-0.056876,0.061901,0.42173,0.33573,0.059465,0.26115,6200.7,0.21259,0.005102,0.023958,0.59193,0.02603,0.56993,5431.6,0.21448,0.0056227,0.043334,60.466,2.5638,57.338,5917.9,0.2095,0.0051541,0.036711,53.547,5.7843,45.713,5645.6,0.22428,0.0051541,0.02532,19.12,1.4146,17.645,1374.2,0.70224,0.0051541,0.10913,-1,1,0.2055,-0.99992,0.99823,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98013,-1,2
23347,855.09,0.40125,0.7317,225.09,16.401,237,42.002,0.97001,0.0068694,0.54781,167.78,31.979,198,71.464,0.99063,0.0085077,0.48223,27.792,11.579,18,41.262,0.96593,0.014513,0.54999,0.11975,0.039416,0.15288,41.003,0.98593,0.0039172,0.55707,0.80012,0.08846,0.87529,59.992,0.97197,0.010124,0.51917,0.54989,0.023218,0.56601,50.966,0.93983,0.0067646,0.49854,72.839,6.3268,78.974,95.371,0.98836,0.0036097,0.45716,10.01,22.119,-8.4775,52.433,0.99085,0.0030374,0.50823,71.022,7.6818,77.987,54.087,0.98467,0.0075728,0.54136,-1,1,0.83238,-0.99992,0.99834,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.97644,-1,1
610,211.77,0.17093,0.99565,232.69,3.9482,231,1557.7,0.55654,0.008016,0.16042,129.5,30.612,95,3947.4,0.53952,0.0024294,0.046085,127.14,17.228,109,2733.8,0.55678,0.0029363,0.091687,0.43722,0.47785,0,13244,0.5538,0.017555,0.30131,0.25821,0.068735,0.22857,3736.2,0.44764,0.0017984,0.082197,0.63965,0.064007,0.58301,3369.2,0.53928,0.0018092,0.065184,65.865,6.9006,56.998,3702.1,0.54818,0.0017499,0.056358,38.922,13.489,58.071,3656.8,0.5556,0.0019764,0.044375,19.643,1.5223,17.739,849.66,0.76492,0.0017229,0.11139,-1,1,0.8978,-0.99992,0.99815,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.27069,-1,2
20826,700.24,0.53372,0.8222,226.58,12.873,235,24.126,0.96553,0.0072394,0.56432,169.22,31.138,199,75.92,0.9868,0.0089495,0.47015,28.13,13.258,18,19.329,0.95776,0.01364,0.61097,0.12069,0.039628,0.15502,16.998,0.97207,0.01031,0.65305,0.79969,0.09201,0.87529,35.593,0.9714,0.0099942,0.5408,0.55415,0.022257,0.56601,65.796,0.91466,0.0067207,0.49574,73.275,6.2883,79.148,95.202,0.98351,0.0050909,0.46784,9.9272,20.161,-9.4187,38.614,0.99007,0.0034134,0.49107,71.322,8.4429,78.081,20.538,0.97145,0.028632,0.64308,-1,1,0.9997,-0.99992,0.99824,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98112,-1,1
143,61.977,0.46783,0.7871,224.41,18.751,227,2676.2,0.10806,0.0076374,0.10458,224.53,18.909,227,2344,0.11162,0.0078357,0.072021,222.14,19.224,232,2529.1,0.057492,0.0078357,0.098321,0.37141,0.26542,0.16667,3790.2,0.58518,0.0083317,0.18251,0.025973,0.013841,0.0057143,3719.7,0.40649,0.0071414,0.11285,0.87722,0.071463,0.88105,2456.1,0.048685,0.0071414,0.089071,89.255,6.672,91.269,2314.9,0.091623,0.0072406,0.084594,-0.4193,3.3035,-2.9403,2123,0.45671,0.0085301,0.19562,1.1642,4.3618,-1.0886,2125.1,0.61889,0.0077366,0.15639,-1,1,0.99913,-0.99991,0.99777,1,0.98169,1,-0.97894,-1,-0.91886,1,-1,1,0.91348,-1,1
245,139.29,0.15869,0.99566,236.67,3.3867,238,1509.3,0.55391,0.013471,0.20287,96.057,15.457,78,5614.5,0.29959,0.0051062,0.028126,112.88,7.1722,111,3542.2,0.34483,0.0074913,0.066867,0.94237,0.19437,0.97429,5158.3,-0.047962,0.056974,0.43866,0.35735,0.069487,0.42143,5793.1,0.30924,0.0040984,0.026507,0.58249,0.030311,0.56993,4943.7,0.30163,0.0046023,0.041247,59.603,2.8992,55.56,4972.7,0.29946,0.0041655,0.039556,55.268,6.2954,45.713,5170.4,0.32019,0.0043671,0.036198,19.186,1.4485,17.645,1274.6,0.71472,0.0041991,0.11039,-1,1,0.20542,-0.99992,0.99869,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98017,-1,2
23928,865.59,0.40132,0.72931,225.31,16.591,237,38.746,0.96863,0.006844,0.55777,165.82,33.986,198,69.311,0.99056,0.0081028,0.48724,28.374,12.068,18,44.48,0.96619,0.01385,0.5432,0.11764,0.041548,0.15288,33.727,0.98503,0.0044417,0.57763,0.79488,0.093869,0.87529,63.45,0.9714,0.0096562,0.51487,0.54837,0.025001,0.56601,50.248,0.94297,0.0064506,0.49761,72.454,6.7081,78.974,89.511,0.98841,0.0053367,0.46462,11.093,23.009,-8.4775,51.732,0.99107,0.0031992,0.50693,70.502,8.2862,77.987,53.972,0.98391,0.010866,0.54894,-1,1,0.83238,-0.99992,0.99834,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.97644,-1,1
668,212.61,0.1857,0.99542,232.55,3.905,231,1543.6,0.5509,0.0080627,0.16117,125.09,32.587,95,3902.3,0.55779,0.0022095,0.047197,125.04,17.825,109,2730.4,0.56573,0.002704,0.091515,0.48402,0.48121,0,12057,0.5997,0.018182,0.31872,0.27301,0.081554,0.22857,4228.5,0.48616,0.0016476,0.087451,0.63096,0.067373,0.58301,3340.1,0.55207,0.0016566,0.067846,64.976,7.1987,56.998,3566.4,0.56492,0.0016251,0.060558,40.782,14.242,58.071,3690.4,0.58061,0.0018364,0.045683,19.619,1.4933,17.739,758.06,0.78203,0.0015937,0.10848,-1,1,0.8978,-0.99992,0.99815,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.27069,-1,2
21463,755.23,0.47287,0.81011,226.83,12.952,235,22.589,0.96445,0.0072132,0.56865,166.52,34.358,199,75.186,0.98777,0.0084328,0.4725,28.903,13.848,18,19.199,0.96152,0.012871,0.60538,0.11776,0.042878,0.15502,17.745,0.97497,0.0089099,0.64614,0.79259,0.099527,0.87529,37.527,0.97423,0.0094161,0.53411,0.55196,0.025301,0.56601,61.214,0.92803,0.006334,0.49526,72.751,6.8816,79.148,98.537,0.98488,0.0053278,0.46103,11.384,21.57,-9.4187,39.838,0.99088,0.003138,0.48897,70.602,9.3069,78.081,21.667,0.97521,0.02697,0.636,-1,1,0.9997,-0.99992,0.99824,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98112,-1,1
143,61.977,0.46783,0.7871,224.41,18.751,227,2676.2,0.10806,0.0076374,0.10458,224.53,18.909,227,2344,0.11162,0.0078357,0.072021,222.14,19.224,232,2529.1,0.057492,0.0078357,0.098321,0.37141,0.26542,0.16667,3790.2,0.58518,0.0083317,0.18251,0.025973,0.013841,0.0057143,3719.7,0.40649,0.0071414,0.11285,0.87722,0.071463,0.88105,2456.1,0.048685,0.0071414,0.089071,89.255,6.672,91.269,2314.9,0.091623,0.0072406,0.084594,-0.4193,3.3035,-2.9403,2123,0.45671,0.0085301,0.19562,1.1642,4.3618,-1.0886,2125.1,0.61889,0.0077366,0.15639,-1,1,0.99913,-0.99991,0.99777,1,0.98169,1,-0.97894,-1,-0.91886,1,-1,1,0.91348,-1,1
300,160.39,0.14655,0.99608,236.24,3.4709,238,1597.6,0.55026,0.011801,0.17345,91.337,17.264,78,5352.5,0.35868,0.0044183,0.035626,110.6,8.1766,101,3267.2,0.39605,0.0064764,0.078448,0.94789,0.17598,0.97429,4202.2,-0.041332,0.054418,0.4546,0.37975,0.079387,0.42143,5581.2,0.36159,0.0033892,0.031294,0.57277,0.034457,0.56993,4795.5,0.35528,0.0037024,0.047659,58.757,3.1925,55.892,4535.4,0.35423,0.0033892,0.047807,56.914,6.7119,61.945,4622.6,0.38488,0.0035235,0.037722,19.36,1.5312,19.23,998.26,0.71935,0.003434,0.12571,-1,1,0.20539,-0.99992,0.99869,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98016,-1,2
24393,678.21,0.66641,0.72557,225.51,16.58,237,39.242,0.96819,0.0068377,0.55491,164.14,35.77,198,73.597,0.99005,0.0077995,0.48518,28.867,12.507,18,46.637,0.96699,0.013349,0.53796,0.11595,0.044798,0.15288,13.943,0.94696,0.017589,0.76084,0.79038,0.098666,0.87529,55.638,0.97275,0.0073812,0.51769,0.54707,0.026496,0.56601,51.911,0.94637,0.00621,0.49311,72.134,7.0303,78.974,88.186,0.98857,0.0034386,0.46036,12.014,23.752,-8.4775,53.219,0.99094,0.0032035,0.50787,70.056,8.825,77.987,31.763,0.98352,0.012826,0.5922,-1,1,0.83238,-0.99992,0.99834,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.97644,-1,1
738,224.69,0.1837,0.99538,232.35,3.9319,231,1549.8,0.55239,0.0079662,0.1618,119.97,34.816,77,3532.4,0.58487,0.0020049,0.050509,122.62,18.557,102,2826.5,0.58492,0.0024799,0.088893,0.53045,0.47976,0.97363,10876,0.63692,0.018302,0.33547,0.29146,0.09667,0.22857,3731.2,0.52936,0.0015262,0.088967,0.62084,0.071344,0.58301,3349.3,0.57643,0.0015078,0.069081,63.973,7.5191,56.998,3377.2,0.59216,0.0014894,0.063688,42.858,15.011,58.071,3310.9,0.60962,0.0017472,0.05032,19.635,1.4595,17.739,758.48,0.77139,0.0014415,0.10672,-1,1,0.83741,-0.99992,0.99818,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.17579,-1,2
22170,684.35,0.59487,0.79612,227.05,13.156,235,20.954,0.96274,0.0072388,0.5764,163.41,37.934,199,75.518,0.98847,0.007911,0.47586,29.816,14.657,18,18.72,0.96649,0.012098,0.59997,0.11574,0.056198,0.15502,128.3,0.68861,0.018969,0.74185,0.78423,0.10836,0.87529,39.291,0.97725,0.008833,0.52767,0.54938,0.028709,0.56601,67.663,0.93825,0.0059446,0.4883,72.161,7.5111,79.148,90.053,0.9859,0.0046368,0.47016,13.008,23.077,-9.4187,39.004,0.99154,0.0031267,0.49379,69.748,10.366,78.081,21.734,0.97846,0.025754,0.63807,-1,1,0.9997,-0.99992,0.99824,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98112,-1,1
143,61.977,0.46783,0.7871,224.41,18.751,227,2676.2,0.10806,0.0076374,0.10458,224.53,18.909,227,2344,0.11162,0.0078357,0.072021,222.14,19.224,232,2529.1,0.057492,0.0078357,0.098321,0.37141,0.26542,0.16667,3790.2,0.58518,0.0083317,0.18251,0.025973,0.013841,0.0057143,3719.7,0.40649,0.0071414,0.11285,0.87722,0.071463,0.88105,2456.1,0.048685,0.0071414,0.089071,89.255,6.672,91.269,2314.9,0.091623,0.0072406,0.084594,-0.4193,3.3035,-2.9403,2123,0.45671,0.0085301,0.19562,1.1642,4.3618,-1.0886,2125.1,0.61889,0.0077366,0.15639,-1,1,0.99913,-0.99991,0.99777,1,0.98169,1,-0.97894,-1,-0.91886,1,-1,1,0.91348,-1,1
371,183.9,0.13785,0.99584,235.71,3.5549,238,1591.6,0.57303,0.011264,0.16595,85.733,19.381,61,4587.7,0.42632,0.0036961,0.037025,107.86,9.3516,100,3011.1,0.46101,0.0053908,0.08115,0.95209,0.15844,0.97429,3392.6,-0.037061,0.051965,0.49392,0.40753,0.091933,0.51005,4715.8,0.42264,0.0027904,0.034854,0.56118,0.0392,0.56993,4153.4,0.43485,0.0030387,0.055143,57.796,3.4937,54.058,4135.9,0.43938,0.002805,0.053279,58.76,7.1648,61.945,4032.6,0.43804,0.0030533,0.037423,19.652,1.6557,19.092,990.72,0.71793,0.0027757,0.11603,-1,1,0.20541,-0.99992,0.99718,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,2
24865,674.76,0.68627,0.71828,225.65,16.676,237,38.598,0.9653,0.0068081,0.55658,162.34,37.744,198,72.536,0.98973,0.0075081,0.49073,29.395,13.009,18,49.43,0.96766,0.012865,0.53352,0.11583,0.059731,0.15288,149.54,0.67871,0.016971,0.75615,0.78549,0.10423,0.87529,55.267,0.97286,0.0093238,0.5216,0.5456,0.028386,0.56601,47.935,0.94719,0.0067545,0.50127,71.796,7.3769,78.974,85.651,0.98836,0.0042083,0.46756,12.953,24.538,-8.4775,52.612,0.99099,0.0028636,0.5063,69.565,9.4406,77.987,37.8,0.98286,0.012346,0.58596,-1,1,0.83238,-0.99992,0.99834,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.97644,-1,1
814,232.1,0.18989,0.99515,232.12,3.9949,231,1215.3,0.57082,0.0077296,0.16324,114.7,37.018,77,3331.1,0.61172,0.0018322,0.054257,120.13,19.313,102,2719,0.6041,0.0023435,0.095522,0.57155,0.47442,0.97073,9828.6,0.6646,0.019207,0.36044,0.31193,0.11231,0.22857,3616.7,0.57372,0.0014388,0.091799,0.61039,0.075358,0.58301,3125.1,0.60317,0.0013662,0.074564,62.972,7.8112,56.998,3057.6,0.62161,0.0013934,0.071952,44.927,15.694,58.071,3134.7,0.63579,0.001699,0.05654,19.7,1.4355,17.739,842.49,0.73786,0.0013057,0.10645,-1,1,0.72896,-0.99992,0.99819,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.14591,-1,2
7632,966.01,0.10278,0.52664,219.18,9.0002,218,79.525,0.94765,0.017643,0.56583,193.88,5.6009,197,102,0.94464,0.027105,0.59127,19.604,4.1949,18,153.48,0.81067,0.049249,0.67922,0.14814,0.010651,0.15144,65.379,0.94584,0.011689,0.57684,0.8644,0.027371,0.87529,137.31,0.81573,0.031526,0.66194,0.56556,0.009105,0.56601,148.69,0.87487,0.027696,0.57865,78.311,0.76199,78.974,155.41,0.91131,0.011909,0.50779,-6.3124,6.6493,-8.4775,85.033,0.95044,0.011273,0.56029,77.247,0.92922,77.987,115.51,0.81554,0.0091657,0.56229,-1,1,0.82069,-0.99992,0.99827,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98018,-1,1
906,165.65,0.41491,0.86952,228.25,2.1895,228,537.68,0.87534,0.068334,0.63761,186.38,1.8126,186,454.75,0.91349,0.081144,0.66713,22.85,2.3831,22,335.89,0.85224,0.10425,0.72741,0.13576,0.0030271,0.13577,424.72,0.91271,0.018496,0.57064,0.84339,0.015457,0.84897,329.62,0.85441,0.039631,0.67299,0.57187,0.0034456,0.56993,571.08,0.81682,0.055816,0.62486,77.211,0.2866,77.085,727.75,0.8721,0.017012,0.5749,1.5209,1.8602,1.5953,411.6,0.90877,0.01696,0.58316,76.264,0.54001,76.325,264.52,0.86994,0.015229,0.57248,-1,1,0.20528,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,1
1918,303.56,0.26155,0.70862,224.22,5.257,226,249.15,0.93345,0.02852,0.57678,190.9,5.0663,186,327.3,0.93879,0.02816,0.57764,20.082,3.0691,22,304.59,0.83209,0.064561,0.63334,0.14232,0.0075815,0.13514,297.26,0.94194,0.010774,0.53295,0.86172,0.020168,0.84897,291.03,0.837,0.033728,0.59525,0.56889,0.004796,0.57124,389.92,0.75716,0.039484,0.56077,77.988,0.84714,77.183,341.5,0.9128,0.011781,0.53673,-2.5995,4.8635,2.0289,308.93,0.94446,0.01036,0.53171,77.145,0.84156,76.443,300.45,0.88134,0.010843,0.51709,-1,1,0.20528,-0.99992,0.99826,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98018,-1,1
